Issuer Ticker,Issuer Name,Announced Date,Pricing Date,Industry Sector,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Market Cap at Offer (M)
OPHM,OraPharma,12/30/1999,3/8/2000,"Consumer, Non-cyclical",,,-43.4,72,12.5967,226.741
HOMG,HomeGrocer.com,12/17/1999,3/9/2000,Communications,1878.7,-360.4,,264,0,0
DTRM,Determine,12/10/1999,3/9/2000,Technology,2.3,-35.3,-32.3,120,34.5563,1036.69
OTGS,OTG Software,12/23/1999,3/9/2000,Technology,24,-11.6,-5.3,95,25.4762,484.048
3023927Q,Digitas,12/23/1999,3/13/2000,Communications,,,7.6,223.2,56.9035,1365.68
CSTI,Costar Technologies/NJ,12/14/1999,3/13/2000,Industrial,,-3.8,47,85,26.5561,451.454
LOUD,Loudeye,12/22/1999,3/14/2000,Technology,,,-22.1,72,34.8569,557.71
8766227Q,ImproveNet,12/16/1999,3/15/2000,Communications,-5.7,-42,-215.3,44.16,0,0
UAXSQ,Universal Access Global Holdin,12/17/1999,3/16/2000,Communications,-30.5,-32.6,,154,84.8093,1187.33
TPTI,TippingPoint Technologies,12/23/1999,3/16/2000,Communications,,-281.5,-32.3,144,60.4359,1087.85
499711Q,Uproar,12/21/1999,3/16/2000,Communications,224.5,-163.9,,84.7,0,0
IISX,Integrated Information Systems,1/18/2000,3/16/2000,Communications,,,-56.3,69,20.0515,300.772
ACLA,Aclara BioSciences,1/20/2000,3/20/2000,"Consumer, Non-cyclical",,,-17,189,31.173,654.633
SCOXQ,SCO Group/The,1/10/2000,3/20/2000,Technology,,,-70.5,70,38.2173,535.04
IGNX,IGN Entertainment,12/23/1999,3/20/2000,Communications,17.1,N/A,-82.3,68.75,37.245,409.695
833554Q,PartsBase,1/10/2000,3/21/2000,Industrial,,,-14.9,45.5,13.5875,176.637
366210Q,Insilicon,1/13/2000,3/21/2000,Technology,-16.5,-90.6,-40.2,42,32.15,385.8
1008517Q,Blaze Software,1/12/2000,3/22/2000,Communications,100.9,-130.6,,64,21.3192,341.11
VSGIQ,Viasystems Group,1/10/2000,3/23/2000,Industrial,-13,25.3,-28.7,924,0,0
334454Q,E-Machines,8/31/1999,3/23/2000,Technology,-15.9,-32,-47.2,180,0,0
ITMN,InterMune,2/2/2000,3/23/2000,"Consumer, Non-cyclical",168.7,-312.1,-42.3,125,0,0
SLAB,Silicon Laboratories,1/18/2000,3/23/2000,Technology,41,293.7,2.1,99.2,46.5781,1443.92
370240Q,Eprise,1/14/2000,3/23/2000,Communications,,,-38.1,60,22.943,344.15
DGLHQ,Digital Lighthouse,1/14/2000,3/23/2000,Technology,61.4,-96.2,-80.4,54,18.1364,217.64
RDEA,Ardea Biosciences,1/27/2000,3/27/2000,"Consumer, Non-cyclical",,,-57.8,112.5,28.5811,428.72
ALTH,Allos Therapeutics,1/26/2000,3/27/2000,"Consumer, Non-cyclical",,,-30.6,90,22.8,410.4
WBSN,Websense,1/28/2000,3/27/2000,Communications,,,3.7,72,19.4,349.2
ARTD,Artistdirect,9/22/1999,3/27/2000,Communications,-49.7,-394.9,-124.8,60,37.2965,447.558
MFLO,Moldflow,1/24/2000,3/27/2000,Technology,,,4.9,39,9.0815,118.06
TLCT,DirecTV Broadband,1/7/2000,3/28/2000,Communications,4901,-1854,-110.3,132,0,0
LMNX,Luminex,2/7/2000,3/29/2000,"Consumer, Non-cyclical",24.7,3.6,3.4,76.5,26.6761,453.49
ARPT,ArrowPoint Communications,1/27/2000,3/30/2000,Communications,6067.4,-101.8,,170,32.2184,1095.43
CNVR,Conversant,10/12/1999,3/30/2000,Communications,6.1,17.7,16.9,76,27.3669,519.971
IW/U,ImageWare Systems,12/20/1999,3/30/2000,Technology,-27.4,267.3,96.4,15,2.655,21.24
PCBI,Peoples Community Bancorp,12/17/1999,3/30/2000,Financial,-37.7,-499.6,-9.2,11.9,0,0
CCMP,CMC Materials,1/20/2000,4/3/2000,Technology,7.4,-5.7,5,80,22.9897,459.79
MET,MetLife,11/23/1999,4/4/2000,Financial,4.7,9.2,0.3,2878.5,831,11841.8
VYYO,Javelin Innovations,2/4/2000,4/4/2000,Communications,,,-112.6,91.125,33.6973,454.91
KKD,Krispy Kreme Doughnuts,12/16/1999,4/4/2000,"Consumer, Cyclical",5.7,6.2,9.2,63,12.485,262.185
1886994D,ORATEC Interventions,1/31/1999,4/4/2000,"Consumer, Non-cyclical",,,1,56,20.4911,286.875
ULCM,Ulticom,1/18/2000,4/4/2000,Technology,,,-5.1,55.25,36.977,480.7
IIIM,I3 Mobile,1/7/2000,4/5/2000,Communications,-27.8,-1255.5,-69.6,81.6,22.1873,355
LXRX,Lexicon Pharmaceuticals,2/9/2000,4/6/2000,"Consumer, Non-cyclical",-98.7,-29448.9,-68.1,220,47.5151,1045.33
TNOX,Tanox,2/2/2000,4/6/2000,"Consumer, Non-cyclical",,,1.3,213.75,40.789,1162.49
1574849D,Purple Communications,1/18/2000,4/6/2000,Communications,,,-107.5,160,47.1368,754.19
1529158D,Numerical Technologies,1/28/2000,4/6/2000,Technology,-4.6,-139.4,-35.8,77.476,29.082,407.15
2241483Q,Artemis International Solution,12/21/1999,4/6/2000,Communications,,,-30.2,77,49.9735,499.735
SABA,Saba Software,1/31/2000,4/6/2000,Technology,6.4,-6.2,-14.6,60,42.8512,642.77
SGMO,Sangamo Therapeutics,2/11/2000,4/6/2000,"Consumer, Non-cyclical",-6.3,-161,-26,52.5,22.3001,334.5
LPSN,LivePerson,1/28/2000,4/6/2000,Technology,28.1,-26.6,-21.6,32,29.3399,234.72
DDICQ,DDI,1/28/2000,4/10/2000,Industrial,-31.1,-115.7,-79.5,168,41.3688,579.16
EXEL,Exelixis,2/7/2000,4/10/2000,"Consumer, Non-cyclical",45.3,16.1,11.3,118.3,40.3458,524.5
HSTM,HealthStream,10/13/1999,4/10/2000,Communications,4.8,2.2,1.9,45,18.9905,170.915
2942739Q,Port Financial,11/23/1999,4/11/2000,Financial,16.8,26.9,1,74.4282,0,0
0959089D,Corillian,1/27/2000,4/11/2000,Financial,,,-1.6,32,29.5256,236.2
652404Q,Nuance Communications,2/4/2000,4/12/2000,Technology,,,-26.7,76.5,27.4663,466.93
PBSC,Packard Bioscience Co,3/8/2000,4/19/2000,Industrial,4,-3.8,17.8,108,60.3017,542.72
1379842D,Embarcadero Technologies,2/22/2000,4/19/2000,Technology,,,4.9,42,25.72,257.2
ROFO,Rockford/Arizona,5/26/1999,4/19/2000,Industrial,12.2,8.7,35.9,32.45,7.36386,81.0025
PECS,Pec Solutions,1/25/2000,4/19/2000,Technology,17.8,8.1,7.4,28.5,22.459,213.36
AWE,New Cingular Wireless Services,3/22/2000,4/26/2000,Communications,,,0.075987,10620,360,10620
PRCS,Praecis Pharmaceuticals,2/8/2000,4/26/2000,"Consumer, Non-cyclical",,,-43.5,80,39.9665,399.665
MTWVQ,Metawave Communications,2/17/2000,4/26/2000,Communications,-30.8,-255,-83.2,56.25,36.8445,331.6
ON,ON Semiconductor,2/18/2000,4/27/2000,Technology,28.2,14.9,17.2,552,171.167,2738.67
SBYN,Seebeyond Technology,2/17/2000,4/27/2000,Communications,18.8,0.2,-5.2,48,67.3399,808.08
OTIX,OTIX Global,2/16/2000,5/1/2000,"Consumer, Non-cyclical",-23.2,-41,-37.2,50.4,18.9146,264.8
MGRM,Monogram Biosciences,2/22/2000,5/1/2000,"Consumer, Non-cyclical",,,-54.3,35,19.6874,137.81
CRWN,Crown Media Holdings,1/28/2000,5/3/2000,Communications,15.1,17.9,9,140,29.3296,410.61
GNSL,Genomic Solutions,2/11/2000,5/4/2000,"Consumer, Non-cyclical",-11.7,-154.9,-53.1,56,22.7189,181.751
ORCH,Orchid Cellmark,2/18/2000,5/4/2000,"Consumer, Non-cyclical",7.8,-7.1,-12.6,48,33.9986,271.99
0556728D,Cogenics Icoria,2/18/2000,5/5/2000,"Consumer, Non-cyclical",16.3,-58.6,-34.2,35,23.9113,167.38
SQSW,Sequoia Software,2/8/2000,5/11/2000,Communications,134.9,-104,,33.6,27.1958,217.57
IBEMQ,iBEAM Broadcasting,2/1/2000,5/17/2000,Communications,12070.4,-2598.8,-258.7,110,105.944,1059.44
NUFO,Oclaro Photonics,3/1/2000,5/17/2000,Communications,,,-8.3,100,49.6391,992.78
UNWR,US Unwired,4/4/2000,5/17/2000,Communications,11,-21.8,26.5,88,0,0
NGTC,Nogatech,3/14/2000,5/17/2000,Technology,176.3,-12.3,,42,14.7347,176.82
PXLW,Pixelworks,2/25/2000,5/18/2000,Technology,34.8,-35.9,-21.1,57.5,35.5036,355.04
CSAV,Coolsavings,1/14/2000,5/18/2000,Communications,18.3,1.7,33.5,23.1,38.678,270.75
ICST,Integrated Circuit Systems,3/27/2000,5/22/2000,Technology,,,12,162.5,64.2516,835.27
3109386Q,Universal Compression Holdings,4/5/2000,5/23/2000,Energy,24.2,9.2,3.6,154,12.9823,285.611
CTLM,Centillium Communications,2/18/2000,5/23/2000,Industrial,-39.3,-44.9,-7.7,76,30.4691,578.91
9993333D,Sonus,3/10/2000,5/24/2000,Technology,1.4,-5.5,-7.2,115,60.421,1389.68
2894314Q,Sirenza Microdevices,3/1/2000,5/24/2000,Communications,,,3.1,48,25.6274,307.53
316623Q,NRG Energy,4/19/2000,5/30/2000,Utilities,-7,130.9,-11.4,422.55,28.17,422.55
SCRX,Shionogi Pharma,2/18/2000,5/30/2000,"Consumer, Non-cyclical",,,6.1,30.4,12.3396,98.72
NRG,NRG Energy,5/31/2000,5/31/2000,Utilities,196.8,8.1,6.2,422.55,0,0
ONIS,Oni Systems,3/10/2000,5/31/2000,Communications,227.9,-96.2,-20.8,200,122.405,3060.12
CWLD,Crossworlds Software,2/3/2000,5/31/2000,Communications,168.4,-71.1,-20.4,40,24.9242,249.242
EXLT,Exult,3/6/2000,6/1/2000,"Consumer, Non-cyclical",,,-2.8,60,92.53,925.3
UPCS,UbiquiTel,3/10/2000,6/6/2000,Communications,15.4,11.2,8.5,100,64.7636,518.11
CYH,Community Health Systems,3/6/2000,6/8/2000,"Consumer, Non-cyclical",4.9,1.8,-1.2,243.75,74.3978,967.17
ISRG,Intuitive Surgical,3/22/2000,6/12/2000,"Consumer, Non-cyclical",31,29.8,10.5,45,37.4293,336.86
OSCA,OSCA,3/8/2000,6/14/2000,Energy,33.3,5.5,-1.8,86.8,5.6,86.8
ECMN,eChapman,11/15/1999,6/14/2000,Financial,-32.6,-9.6,-6,16.38,14.8948,193.632
DNDNQ,Dendreon,3/8/2000,6/15/2000,"Consumer, Non-cyclical",-12.8,-104.6,-37.6,45,20.7562,207.56
HAND,Handspring,3/31/2000,6/20/2000,Technology,-38.8,-89,-70.6,200,125.254,2505.08
CPHD,Cepheid,4/7/2000,6/20/2000,"Consumer, Non-cyclical",14.5,-9,-4.5,30,25.5154,153.09
CRL,Charles River Laboratories Int,4/25/2000,6/22/2000,"Consumer, Non-cyclical",21,11,6,224,32.3204,517.126
MSV,Manufacturers Services Ltd,2/4/2000,6/22/2000,Industrial,,,-3,176,30.9478,495.16
OCNW,Occam Networks,3/3/2000,6/22/2000,Communications,,,-4.2,60,49.7871,746.81
QBAK,Qualstar,2/2/2000,6/22/2000,Technology,-39.7,-15.5,-0.0698742,17.5,12.526,87.68
STLW,Stratos International,6/5/2000,6/26/2000,Communications,,,1.6,183.75,62.7798,1318.38
9995577D,Marvell Technology Group Ltd,3/23/2000,6/26/2000,Technology,,,,90,82.2114,1233.17
2987544Q,eFunds,4/4/2000,6/26/2000,Technology,,,7,71.5,46.25,601.25
CKCM,Click Commerce,2/16/2000,6/26/2000,Communications,128.1,33.2,17.6,50,37.1845,371.85
BUSY,Busybox Com,6/9/1999,6/26/2000,Communications,-70,-1900.2,,12.5,0,0
GENUQ,Genuity,4/7/2000,6/27/2000,Communications,,,-124.9,1913.04,193.169,2124.86
CGRN,Capstone Green Energy,3/22/2000,6/28/2000,Industrial,2.9,-29,-18.8,145.455,74.894,1198.3
BHLB,Berkshire Hills Bancorp,3/10/2000,6/28/2000,Financial,-0.7,27.3,0.7,71.0533,0,0
378377Q,Carescience,3/14/2000,6/28/2000,Technology,11.4,-41.5,-34.5,48,12.718,152.616
2230247Q,Virage,2/7/2000,6/28/2000,Technology,,,-60.5,38.5,21.8,239.8
1121454D,StorageNetworks,3/1/2000,6/29/2000,Technology,-23.2,-80.6,-11.6,243,88.261,2383.05
IGOI,iGO,2/11/2000,6/29/2000,Technology,,1.7,-67.9,48,12.6926,152.311
WAYS,Wave Sync,8/1/1992,7/4/2000,Basic Materials,,51,,31.5,0,0
ACLS,Axcelis Technologies,5/5/2000,7/10/2000,Technology,39.5,14.8,20.2,375.1,97.05,2135.1
ENTG,Entegris,3/31/2000,7/10/2000,Technology,23.6,17.8,4.1,143,67.0095,737.1
DVINQ,Divine,12/15/1999,7/11/2000,Communications,,,-58.2,128.565,611.013,5499.12
NEI,Unicom Engineering,4/7/2000,7/12/2000,Communications,22.9,13.4,29.7,110.5,32.6736,555.45
TNSIZ,Triton Network Systems,3/1/2000,7/12/2000,Communications,-60.6,-968,,82.5,63.1619,947.43
IMNY,Revitas,3/13/2000,7/12/2000,Technology,,,-26.6,67.5,30.7645,276.88
SRTI,SRTI BlockChain Generation,3/9/2000,7/12/2000,Technology,-28.4,-47.9,-37.5,60,49.5784,743.68
SAVA,Cassava Sciences,3/14/2000,7/13/2000,"Consumer, Non-cyclical",,,-29.6,69,25.8271,309.93
OVTI,OmniVision Technologies,3/8/2000,7/13/2000,Technology,-5.1,6.7,3.5,65,21.1096,274.42
PRPO,Precipio,3/10/2000,7/17/2000,"Consumer, Non-cyclical",45.2,-96.4,-36.2,67.2,17.3,259.5
AGNT,Argonaut Technologies,4/27/2000,7/18/2000,"Consumer, Non-cyclical",,,-23.1,69,16.3954,245.93
SPRT,Support.com,2/18/2000,7/18/2000,Communications,-30.7,1,-7.7,68.425,33.4151,467.81
AIRO,Airspan Networks,4/11/2000,7/19/2000,Communications,-25.9,-70.7,-54.1,82.5,33.2816,499.22
VASC,Vascular Solutions,7/30/1999,7/19/2000,"Consumer, Non-cyclical",16.7,7.1,8.1,42,11.7179,140.615
CRIO,Corio,4/21/2000,7/20/2000,Technology,,,-19.8,140,49,686
VGNX,Variagenics,3/29/2000,7/20/2000,"Consumer, Non-cyclical",32.3,-848.2,-43,70,22.218,311.05
0820558D,Talarian,4/13/2000,7/20/2000,Technology,-6.2,-157.3,-30,67.2,18.8551,301.68
723068Q,Blue Martini Software,5/2/2000,7/24/2000,Communications,,,-27.3,150,67.4233,1348.47
ILND,Interland,3/15/2000,7/24/2000,Communications,,,-114.5,60,46.4325,557.19
RNDC,Raindance Communications,2/18/2000,7/24/2000,Communications,,,3.3,56,61.6402,493.12
INFI,Infinity Pharmaceuticals,5/9/2000,7/26/2000,"Consumer, Non-cyclical",8,-2436,-56.9,90,22.4372,403.87
AMEV,Applied Molecular Evolution In,5/12/2000,7/26/2000,"Consumer, Non-cyclical",,,-24,88.35,21.202,402.838
2065469D,Mainspring,2/11/2000,7/26/2000,Communications,428.9,-53.7,-33.3,48,17.7526,213.031
1948550D,Rita Medical Systems,5/3/2000,7/26/2000,"Consumer, Non-cyclical",,,-8.3,43.2,13.5389,162.47
BWNG,Broadwing,5/4/2000,7/27/2000,Communications,,,-9.5,1138.5,334.877,12055.6
SOAP,Soapstone Networks,5/18/2000,7/27/2000,Communications,,,-31.3,217,45.0378,1396.17
1813314D,Danisco US/California,5/5/2000,7/27/2000,"Consumer, Non-cyclical",7.1,6.3,3.5,126,58.8565,1059.42
ILMN,Illumina,4/3/2000,7/27/2000,"Consumer, Non-cyclical",39.7,16.8,-31.5,96,30.5411,488.658
LXNT,Lexent,2/18/2000,7/27/2000,Communications,-48.5,-40.6,-40.2,90,39.695,595.42
WEBX,Cisco WebEx,3/31/2000,7/27/2000,Technology,,,11.4,49,36.1251,505.75
KERX,Keryx Biopharmaceuticals,5/19/2000,7/27/2000,"Consumer, Non-cyclical",89.6,-269.5,-55.8,46,18.8233,188.23
VLCT,ValiCert,5/15/2000,7/27/2000,Technology,-51.1,-185.7,-55.1,40,21.8507,218.51
ARNA,Arena Pharmaceuticals,4/28/2000,7/28/2000,"Consumer, Non-cyclical",-83,-1.14,-62.4,108,20.9966,377.939
SPWX,SpeechWorks International,4/19/2000,7/31/2000,Technology,,,-52.1,95,28.999,579.98
PROXQ,Proxim,4/20/2000,7/31/2000,Communications,-21.2,-41.6,-50.5,90,51.74,620.88
CDWD,Cloudward,4/18/2000,7/31/2000,Communications,21.9,-4501.3,-1493.7,50,28.4007,284.007
VIRL,Virage Logic,5/2/2000,7/31/2000,Technology,,,-9.7,45,18.8376,226.05
CVGP,Convergent Group,2/17/2000,7/31/2000,Technology,40.4,-7.8,,35,43.465,304.25
PUBB,Pacific Union Bank,7/31/2000,7/31/2000,Financial,11.6,23.7,1.1,22.5,0,0
EVC,Entravision Communications Cor,4/21/2000,8/1/2000,Communications,120.9,3.8,2.7,759,103.509,1707.9
CPKI,California Pizza Kitchen,5/25/2000,8/1/2000,"Consumer, Cyclical",,,-0.2,79.5,17.9974,269.96
GNSC,Genaissance Pharmaceuticals In,4/20/2000,8/1/2000,"Consumer, Non-cyclical",67,-102.1,-35.3,78,21.5822,280.57
1384851D,OPNET Technologies,3/15/2000,8/1/2000,Technology,,,8.4,52,17.3066,224.99
IAWK,iAsiaWorks,4/24/2000,8/2/2000,Communications,373.3,-214.6,-150.8,117,39.2616,510.4
DGEN,Deltagen,4/13/2000,8/2/2000,"Consumer, Non-cyclical",,-2.2,-110.4,105,28.8044,432.07
355676Q,Rosetta Inpharmatics,3/17/2000,8/2/2000,"Consumer, Non-cyclical",963.9,-312.6,,100.8,29.0341,406.48
RSNT,Resonate,3/3/2000,8/2/2000,Technology,,,-22.9,84,25.7794,541.37
SGSF,Signalsoft,4/13/2000,8/2/2000,Technology,49.3,-142.5,-35.3,74.8,22.8208,387.954
ISPH,Inspire Pharmaceuticals,2/25/2000,8/2/2000,"Consumer, Non-cyclical",,,-28.1,66,24.3141,291.77
380406Q,Pinnacor,2/16/2000,8/2/2000,Technology,11.6,-15.4,-1.3,60,35.617,427.4
MICU,Vicuron Pharmaceuticals,3/22/2000,8/2/2000,"Consumer, Non-cyclical",-12.8,-937.9,-30.4,50.6,22.0395,242.435
ERMS,eRoomSystem Technologies,4/14/2000,8/2/2000,Technology,13.7,5.6,-1.2,11.7,6.6,42.9
BRKR,Bruker,4/14/2000,8/3/2000,"Consumer, Non-cyclical",21.6,11.4,8.5,104,53,689
DDDP,3-Dimensional Pharmaceuticals,5/23/2000,8/3/2000,"Consumer, Non-cyclical",-13.7,-121.7,-24.5,75,18.2373,273.56
EXEE,EXE Technologies,4/19/2000,8/3/2000,Technology,-22.9,-32.3,-19.4,70.72,41.2275,329.82
TUNE,Microtune,5/5/2000,8/3/2000,Technology,,,-1.3,64,37.6051,601.68
LTRX,Lantronix,5/22/2000,8/3/2000,Communications,81.3,-4.1,-5.1,60,38.7744,387.744
ISSC,Innovative Solutions and Suppo,5/9/2000,8/3/2000,Industrial,6.7,21.9,18.6,33,12.1216,133.34
AOLAQ,America Online Latin America I,1/20/2000,8/7/2000,Communications,-19.5,-145.3,-324.5,200,260.4,2083.2
PIOIQ,P10 Holdings,5/12/2000,8/7/2000,Industrial,,,-97.8,136,39.5846,672.94
MDCO,Medicines Co/The,5/19/2000,8/7/2000,"Consumer, Non-cyclical",-86.3,-2006.4,-28.9,96,28.1962,451.14
PMTR,Pemstar,5/16/2000,8/7/2000,Industrial,32,-3.2,2.9,92.4,37.4293,411.72
TSYS,TeleCommunication Systems,6/19/2000,8/7/2000,Communications,-0.6,-0.4,1,79.9,12.3366,209.72
2245546Q,Advanced Power Technology,6/2/2000,8/7/2000,Technology,-4.2,-7.1,-6,52.5,7.85123,117.77
MCDT,McDATA,5/31/2000,8/8/2000,Technology,,,-4.5,350,25.1812,705.07
3042466Q,ChipPAC,6/16/2000,8/8/2000,Technology,18,-6.7,-1.7,120,66.5587,798.7
HPOW,H Power,4/7/2000,8/8/2000,Energy,-29.2,-1083.6,-41.1,112,52.7569,844.11
1530827D,Tvia,4/4/2000,8/8/2000,Technology,,,-38,55,21.1403,232.54
AGIXQ,Atherogenics,2/25/2000,8/8/2000,"Consumer, Non-cyclical",,,-82.7,48,22.8206,182.56
RPTR,Repeater Technologies,2/28/2000,8/8/2000,Communications,-36.7,-152.1,-78.8,42.75,21.98,197.82
MCELQ,Millennium Cell,5/25/2000,8/8/2000,Energy,240.9,-1336.4,-88.9,30,27.5157,275.16
PHST,Pharsight,4/17/2000,8/8/2000,Technology,12.9,5.9,8.4,30,18.4919,184.92
LSBC,Large Scale Biology,4/6/2000,8/9/2000,"Consumer, Non-cyclical",,,-122.6,85,15.4774,263.12
SRGA,Surgalign Holdings,4/27/2000,8/9/2000,"Consumer, Non-cyclical",-11,-93.5,-49.7,79.8,21.3122,298.37
0778324D,Esperion Therapeutics,2/24/2000,8/9/2000,"Consumer, Non-cyclical",,,,54,24.0249,216.22
EVLVQ,Evolve Software,3/20/2000,8/9/2000,Communications,-58.6,-253.9,-117.2,45,36.555,328.995
VINA,Vina Technologies,5/5/2000,8/9/2000,Communications,-44.2,-220.4,-69.4,36,31.5168,378.2
173150Q,Equinix,6/21/2000,8/10/2000,Communications,387.2,-297.1,-20.3,240,73.7729,885.27
AMMD,Astora Women's Health Holdings,5/19/2000,8/10/2000,"Consumer, Non-cyclical",4.4,16,8.2,68.75,27.189,299.079
MBVXQ,MabVax Therapeutics Holdings I,4/3/2000,8/10/2000,"Consumer, Non-cyclical",,,-105,35,21.0674,147.47
EQIX,Equinix,8/11/2000,8/11/2000,Financial,10.6,7.5,2.4,240,73.7729,885.275
DYAX,Dyax,5/19/2000,8/14/2000,"Consumer, Non-cyclical",51.5,-14.5,-10.5,60,18.0919,271.378
LEXR,Lexar Media,2/16/2000,8/14/2000,Technology,,,-19.7,52,59.0318,472.25
1016061Q,Viewlocity,5/22/2000,8/14/2000,Technology,-79.2,-144.4,-247.5,35,27.615,193.305
3679840Q,PeoplePC,4/5/2000,8/15/2000,Communications,,,-72.7,85,105.391,1053.91
OTWO,O2wireless Solutions,5/11/2000,8/15/2000,Communications,-15.6,-23.8,-94.4,73.2,22.1763,266.12
AVSR,Avistar Communications,6/9/2000,8/16/2000,Technology,-59.5,-80.8,-137,36,25.1855,302.23
ITXIQ,Integrated Telecom Express,6/13/2000,8/17/2000,Communications,-68.4,-212.6,-21.8,100.8,41.288,743.184
WJCI,TriQuint WJ,6/6/2000,8/17/2000,Communications,-9.9,-15.6,-11.8,86.4,54.445,871.12
1936438D,PECO II,5/22/2000,8/17/2000,Industrial,1.3,-3.9,-6.4,75,19.8379,297.57
VVVVQ,ViaSource Communications,6/2/2000,8/17/2000,Communications,219.3,-39.2,-53,40,47.9906,383.92
PNFP,Pinnacle Financial Partners In,5/30/2000,8/17/2000,Financial,6.5,39.7,1.4,18.75,1.875,18.75
ISTA,ISTA Pharmaceuticals,4/6/2000,8/21/2000,"Consumer, Non-cyclical",2.4,-35.3,7.5,31.5,15.9268,167.231
KNVS,Knova Software,3/31/2000,8/24/2000,Technology,,,-10.5,31.5,23.4,163.8
COD,Chiles Offshore,6/15/2000,9/18/2000,Energy,32.4,30.3,5,148.2,16.231,308.39
TTMI,TTM Technologies,6/22/2000,9/20/2000,Industrial,6.8,2.4,3,120,35.55,568.8
OMNY,OmniSky,6/16/2000,9/20/2000,Communications,,-1071.8,-128.3,109.2,65.1536,781.84
ZNGN,Zengine,5/4/2000,9/20/2000,Communications,113.8,-7.4,,55.77,16.473,214.15
INRG,Inrange Technologies,6/5/2000,9/21/2000,Communications,-14.2,-6.4,-8.1,123.3,7.7,123.2
CRNM,Curon Medical,5/25/2000,9/21/2000,"Consumer, Non-cyclical",,,-38.4,55,18.661,205.27
COSN,CoSine Communications,4/28/2000,9/25/2000,Communications,,,-3.9,230,100.141,2303.24
HYDL,Hydril Co,6/9/2000,9/26/2000,Energy,,,18,127.5,7.5,127.5
0120599D,Eden Bioscience,7/7/2000,9/26/2000,"Consumer, Non-cyclical",-51.1,-337.7,-12.5,87,22.7327,340.99
668718Q,Avantgo,6/8/2000,9/26/2000,Technology,-17.2,-81.8,-43,66,33.3476,400.17
MIRKQ,Mirant,7/18/2000,9/27/2000,Utilities,-11.4,-10.4,-16.8,1276,330,7260
DRRX,Durect,4/20/2000,9/27/2000,"Consumer, Non-cyclical",-53.5,-259.4,-38.3,84,45.8057,549.668
VAST,Livingston International Techn,4/6/2000,9/27/2000,Technology,,,-4.5,84,34.4575,482.41
UOPX,University of Phoenix Online,3/28/2000,9/27/2000,"Consumer, Non-cyclical",61.7,20.8,35.6,70,0,0
3714927Q,Genomica,3/14/2000,9/28/2000,Technology,,,-31.6,122.36,20.9894,398.8
DESCQ,Distributed Energy Systems Cor,6/20/2000,9/28/2000,Energy,,,-89.7,119,32.0252,544.43
ELAS,Elastic Networks,6/29/2000,9/28/2000,Communications,-39.3,-230,-86.1,101.4,31.2928,406.81
502462Q,Docent,4/11/2000,9/28/2000,Communications,8.8,-35.4,-22,88,39.8115,437.93
VRMLQ,Vermillion,3/20/2000,9/28/2000,"Consumer, Non-cyclical",,,-151.2,88,25.1306,402.09
ITGR,Integer Holdings,5/22/2000,9/28/2000,"Consumer, Non-cyclical",13.7,7.9,2.8,80,28.5216,456.35
STEC,HGST Technologies Santa Ana In,3/15/2000,9/28/2000,Technology,-45.3,-61.3,-36.1,70.004,36.965,406.62
ARDI,@Road/United States,3/24/2000,9/28/2000,Technology,,,-2.4,63,45.3269,407.94
INMX,Informax,7/11/2000,10/2/2000,Technology,46.8,-85,-36.1,80,18.1285,290.06
OPLK,Oplink Communications,7/14/2000,10/3/2000,Communications,11.6,-0.5,-0.9,246.6,155.851,2805.32
TPR,Tapestry,6/16/2000,10/4/2000,"Consumer, Cyclical",16.3,12.8,10.9,118.08,42.4063,678.5
ASCXZ,Advanced Switching Communicati,6/30/2000,10/4/2000,Communications,-58.5,-363.5,-60.7,93.75,40.5907,608.86
KOSN,Kosan Biosciences,3/31/2000,10/4/2000,"Consumer, Non-cyclical",,,-46.3,80.5,23.8445,333.82
NWPWQ,NewPower Holdings,7/14/2000,10/5/2000,Utilities,339.9,-88.4,-65,504,120.428,2528.99
WHQA,W-H Energy Services,9/18/2000,10/10/2000,Energy,,,14.1,165,22.0593,363.98
POZN,POZEN,4/28/2000,10/10/2000,"Consumer, Non-cyclical",,,,75,26.4284,396.43
1702253D,Towers Watson & Co,1/19/2000,10/10/2000,"Consumer, Non-cyclical",4.6,10.5,8,70,5.6,70
SYNP,Synplicity,7/25/2000,10/11/2000,Technology,,,11.3,34.4,23.4946,187.96
INGNQ,Introgen Therapeutics,2/17/2000,10/11/2000,"Consumer, Non-cyclical",-12.1,-3012.3,-90.1,32,20.4604,163.68
ENWV,Endwave,7/12/2000,10/16/2000,Communications,,,-30.9,84,32.5433,455.61
XXIA,Ixia,7/31/2000,10/17/2000,Industrial,-6.2,-6.9,-4.4,71.5,52.9123,687.86
1856613D,Monsanto Co,5/12/2000,10/18/2000,Basic Materials,8.4,15.4,11.3,700,255,5100
649848Q,Westport Resources,10/19/2000,10/19/2000,Energy,67,9.6,3.8,152.7,0,0
2237931Q,Medichem Life Sciences,6/16/2000,10/25/2000,"Consumer, Non-cyclical",-4.2,-248.2,,44.8,25.4195,177.94
DVXE,DevX Energy,7/21/2000,10/26/2000,Energy,29.7,67.2,26.4,70,11.25,78.75
ERPLQ,Energy Partners Ltd,8/2/2000,11/1/2000,Energy,-21.5,-14.6,-15.9,86.25,27.0575,405.86
